# NSB sky spectrum for La Palma - Stephen Fegan - sfegan@llr.in2p3.fr
# February 2017
#
# Digitized from Benn, C. R. and Ellison, S. L. (1998b). 
#                La Palma Night-Sky Brightness. 
#                La Palma technical note 115, IAC.
#                http://www.ing.iac.es/Astronomy/observing/conditions/skybr/skybr.html 
#                (retrieved 2017-02-16).
# 
# Extrapolated into UV after removing UV absorption in atmosphere
# and reapplying the absporption after.
#
# Author's note : see Google Drive/Work/CTA/IsotropicEmission/LST/NSB in PEs.ipynb
#
# Reference : Fegan S.J., MST-CAM-TN-0169, 2017
#
# Columns : Photon energy [eV]
#           Spectrum [ph cm$^{-2}$ ns$^{-1}$ sr$^{-1}$ eV$^{-1}$]
1.279495692110873994e+00 1.022849115242953388e+01
1.288285701159295416e+00 1.607741154978872267e+00
1.291613171760654044e+00 4.058055461857225765e+00
1.295517011226251958e+00 1.815435584002481839e+00
1.298881990476190351e+00 8.808637442647700766e+00
1.302264495659722021e+00 3.670239323720903890e+00
1.305096736842105143e+00 7.813331489751112358e+00
1.306233085764039847e+00 8.067648422704561284e+00
1.307371415250544455e+00 6.771385789169754865e+00
1.309082634380453580e+00 7.038395054258150374e+00
1.311944642763445357e+00 1.216185266439422996e+01
1.313092953172866340e+00 9.263102406892345542e+00
1.314819192813321491e+00 1.234885217780318989e+01
1.321769778854625432e+00 4.055888176097956155e+00
1.324102999999999808e+00 1.241360747381537699e+01
1.328206019477644606e+00 1.785150543032404835e+00
1.333518843555555389e+00 1.222042942353345474e+01
1.337680516272848674e+00 1.172307492985070976e+00
1.340669078641643974e+00 1.648563091879291953e+00
1.341868245974954910e+00 1.961082528167951367e+00
1.344875570596144820e+00 7.928934075971987294e-01
1.347291153120790064e+00 9.552458251921331911e-01
1.350930841062584209e+00 5.218645237524985880e-01
1.353978970216606070e+00 6.095452040252375969e-01
1.356427395117540513e+00 1.081762757663500718e+00
1.360733513832199204e+00 6.063854296331229188e-01
1.363206450704224970e+00 8.996197046481080317e-01
1.365688392353208602e+00 1.515016908517936800e+00
1.369428296668187883e+00 9.100635616776766579e-01
1.372560566331198384e+00 2.764518424862155044e+00
1.375707197615772426e+00 2.189304398363339565e+00
1.378234909508497807e+00 1.326280805290033893e+00
1.380771927289461409e+00 4.201111697650494747e+00
1.383318302443522052e+00 2.568753855556187293e+00
1.387797131359851832e+00 6.174964044313665745e+00
1.389725520148216376e+00 4.101686749099347828e+00
1.393598419879238159e+00 7.444985098441988747e+00
1.394894187819618381e+00 6.129031014238615072e+00
1.397492965999068470e+00 6.548326710252708516e+00
1.398144174277725638e+00 6.387400163277391130e+00
1.401409340495095357e+00 3.036388494443919672e+00
1.406665446788560425e+00 9.629365166760965877e+00
1.411296988711194578e+00 1.920184928765953369e+00
1.416627666666666174e+00 8.300868815305252113e+00
1.422673019440492848e+00 6.634893841890088240e-01
1.424699619183285693e+00 7.188460157938800776e-01
1.431496850190839387e+00 2.509487987333912873e+00
1.433548685140945800e+00 3.093731241844452917e+00
1.436981512452107257e+00 2.737196325243195894e+00
1.438359251198465527e+00 2.874052303664516028e+00
1.440430819971195042e+00 2.758444223760184943e+00
1.441815184046131293e+00 2.018190252031804910e+00
1.443202211640211230e+00 1.223740971378021181e+00
1.445984288192770917e+00 8.744274961583456962e-01
1.448777111540318296e+00 7.064987687775329261e-01
1.452986633414043327e+00 1.422485261535090917e+00
1.456513299999999900e+00 9.368166173840984934e-01
1.457220688683827037e+00 1.790061033858071582e+00
1.460767963972736005e+00 2.472461743556926272e+00
1.463618242926828961e+00 1.631331893944697020e+00
1.467914578277886184e+00 4.264647583847230194e+00
1.470072218520332985e+00 3.644142702392685340e+00
1.470072218520332985e+00 4.408495131132550426e+00
1.472958958271968433e+00 4.645013436077469748e+00
1.475857057550417961e+00 4.064829880999744738e+00
1.477310387986213502e+00 4.264542717499169022e+00
1.481687603950616827e+00 1.990338028539471393e+00
1.488302280753968088e+00 5.688931755900152432e+00
1.492002684236698018e+00 1.425032495748238759e+00
1.497214270459081620e+00 4.810628195245257643e+00
1.504722867602807934e+00 5.993734556591283624e-01
1.509264284708249138e+00 5.576198585767306870e-01
1.516128043456290708e+00 7.535148835209228846e-01
1.519968286727456430e+00 5.403391290614822928e-01
1.524602336382113288e+00 6.702411432689663329e-01
1.529264728848113819e+00 5.894076264664180886e-01
1.532388865168538894e+00 8.893267525815128360e-01
1.536312031746031259e+00 7.302739495989237772e-01
1.539465057978450346e+00 1.289192959303944619e+00
1.542631052956297877e+00 1.091396821432921493e+00
1.547404537390407286e+00 2.034558742696745970e+00
1.549802374999999843e+00 1.720651637337846207e+00
1.553815327809424884e+00 2.607187841902735670e+00
1.556233090248962281e+00 2.551531489519147211e+00
1.562717394791666381e+00 1.487982182707021428e+00
1.566797596866840614e+00 3.328194312276049782e+00
1.571722052383446311e+00 1.734669284683074908e+00
1.579167051578947101e+00 3.162199018808865780e+00
1.584169692713832900e+00 1.606887257499395538e+00
1.587522432804232553e+00 1.906796015254155652e+00
1.591733367639257102e+00 1.851275877480786258e+00
1.595118233918128015e+00 3.080062891073352738e+00
1.598517526904635000e+00 3.123681168123456864e+00
1.601931339028296319e+00 2.265238566458786629e+00
1.604501282352940761e+00 1.498738251183943326e+00
1.608802894369972813e+00 2.305369382504748543e+00
1.616604201508620386e+00 5.440646975815522923e-01
1.620095787257019193e+00 6.419329329957469410e-01
1.624481536545749449e+00 5.166310220252736674e-01
1.628007269669017765e+00 6.387217147347719060e-01
1.631548340402392272e+00 5.512068397978547862e-01
1.633324658682634212e+00 7.102908252372669429e-01
1.635104849046321140e+00 8.812986350800939839e-01
1.637782422489082457e+00 1.039096512744301481e+00
1.640468779661016674e+00 1.000670396624357528e+00
1.644064327671232117e+00 6.567112731143441851e-01
1.645868018650575637e+00 8.754144690003515805e-01
1.646771349066958656e+00 1.142985217277972199e+00
1.648580987912087847e+00 1.214737752696640305e+00
1.651302915795266335e+00 1.151949538027567055e+00
1.652212223568281457e+00 9.084161751294066445e-01
1.654946165471593567e+00 5.431532877579231533e-01
1.658605526810391861e+00 1.062114095825260840e+00
1.661360685492801359e+00 1.048245175866262313e+00
1.663202548780487566e+00 7.092663030135414326e-01
1.665973013881176801e+00 5.876154034304630347e-01
1.668752724137930743e+00 6.467272384957616360e-01
1.672473465997770248e+00 5.852620951380911318e-01
1.676210836871508070e+00 8.712118122069927306e-01
1.679964948488241738e+00 8.214501158540574721e-01
1.682791586090857550e+00 1.046592560923069515e+00
1.692282796390298660e+00 1.372618079827505166e+00
1.698029087719297836e+00 1.167029146441351362e+00
1.699953199999999720e+00 9.886376381153059167e-01
1.703814536059057083e+00 1.528084325483575645e+00
1.708665944191343877e+00 1.112684480069437765e+00
1.711590073017683844e+00 1.532788079162854533e+00
1.718452117983962912e+00 3.589655343948777166e-01
1.724377814942528397e+00 3.227656201968654992e-01
1.737358076433120901e+00 3.779764757504834871e-01
1.745443512507271144e+00 3.186706594959648475e-01
1.749514517784256151e+00 3.752363767707092013e-01
1.759775599999999773e+00 3.957584900643633663e-01
1.765990228369628934e+00 3.602233557797920316e-01
1.769114031839622347e+00 4.502949268876864086e-01
1.780663144213649574e+00 5.261507906498699150e-01
1.784900296252230234e+00 6.372811758697828344e-01
1.794508013157894322e+00 5.778786840507923461e-01
1.796657124550897766e+00 4.989923187899887869e-01
1.802052491291290970e+00 4.751830041767965973e-01
1.806392172185429912e+00 6.628391288229857903e-01
1.810752805069402172e+00 5.947193109363273500e-01
1.814037120918983836e+00 7.263482871995866619e-01
1.820641624999999708e+00 3.158828638479200257e-01
1.825071409975668635e+00 2.711029325076770302e-01
1.867092344741754451e+00 2.969131969672441085e-01
1.882319572145545461e+00 3.370361427865989912e-01
1.890622178954000754e+00 4.416249990386841850e-01
1.901405195183776708e+00 3.757249387732388146e-01
1.906237228716645138e+00 4.273682161844469807e-01
1.912311917144677853e+00 3.839966353666653398e-01
1.920881816901408135e+00 4.344522602110778009e-01
1.927050351958894625e+00 2.768324022090992709e-01
1.938254133074934993e+00 2.751552149151371696e-01
1.943275516839377826e+00 4.292921660328648525e-01
1.948322985714285194e+00 9.224846252295313409e-01
1.957219437703848097e+00 3.748809896139112530e-01
1.959776223383409288e+00 4.255676586669442374e-01
1.967486818360655310e+00 2.188174191818561543e+00
1.975258326530612063e+00 4.018147399753099203e-01
1.983091472571050451e+00 4.406500526103699356e-01
1.989666709549071655e+00 3.988132765178369343e-01
1.996285693945442086e+00 3.170391349914886692e-01
2.002948863818424297e+00 2.959073554780209392e-01
2.011003617962466183e+00 3.844721761234890511e-01
2.016409541666666527e+00 3.834085238405099405e-01
2.021844607816711381e+00 2.632543711312647083e-01
2.039712711080896579e+00 2.510052587663451629e-01
2.053673783709787148e+00 2.882997976840681598e-01
2.083623193055554879e+00 3.610285175442267680e-01
2.095263546089384921e+00 4.068418582741945011e-01
2.104079521739130154e+00 1.005879922900023038e+00
2.112969998591548659e+00 3.843459429944837691e-01
2.118938840395480305e+00 2.506593335673780731e-01
2.132492820184789917e+00 2.395868864023340261e-01
2.140098001426533170e+00 2.762001311951683413e-01
2.147757622047243409e+00 2.751765043202563654e-01
2.161684004322766306e+00 2.176413232469684156e-01
2.171069028943560131e+00 2.258967819711740488e-01
2.185300362709395205e+00 2.243573789112799644e-01
2.196498827232796103e+00 2.048904839358555441e-01
2.207812654893303694e+00 2.310528194455037931e-01
2.214330183025829513e+00 6.471735422450340947e-01
2.214330183025829513e+00 2.847120244517551968e-01
2.222531405925925352e+00 2.089244227463282311e+00
2.227481364513733908e+00 9.495663292189280291e-01
2.232453421130951909e+00 2.194031707454002778e-01
2.239117461194029435e+00 1.828756583648729617e-01
2.259350450301204738e+00 1.900308660416389905e-01
2.269604688350983057e+00 2.333327091351734828e-01
2.278221258921791836e+00 1.707619205298067933e-01
2.293897093272170729e+00 1.695299205625243888e-01
2.299170419923371345e+00 1.516651251713133364e-01
2.304468047619046889e+00 1.687090846670100397e-01
2.322304487616098978e+00 1.673419091362773059e-01
2.331326649572649234e+00 1.838723142384914855e-01
2.342246212334113231e+00 1.487059641818525846e-01
2.364395112687155187e+00 1.557151857872729750e-01
2.373747941455696342e+00 1.466137440249535295e-01
2.385069473767885029e+00 1.711146326938543794e-01
2.398415186250999032e+00 1.450159664331601428e-01
2.421644389023405175e+00 1.269711727693816905e-01
2.435403732142856104e+00 1.344451356774200856e-01
2.441348574450772357e+00 1.423162907942592259e-01
2.445327952730235843e+00 1.256600504958451658e-01
2.467448518092104859e+00 1.325915646672118087e-01
2.483789236754966101e+00 1.155088840987564952e-01
2.492041028239202038e+00 1.392549716105553892e-01
2.500347831666666298e+00 1.387658016551273354e-01
2.506614367585630720e+00 1.143842928280177779e-01
2.521359157983192656e+00 1.216274436549031335e-01
2.527731590564447739e+00 1.054250567753874379e-01
2.531997804219408899e+00 1.369329894729647001e-01
2.549207644859812660e+00 9.660067572922460821e-02
2.562269340734414591e+00 1.430556499477511623e-01
2.577678176975944258e+00 1.110185439940569591e-01
2.584338844099913324e+00 1.184773301870222229e-01
2.593273464131373718e+00 1.103061447881706486e-01
2.606791831450911978e+00 1.250905312746794784e-01
2.615882648648648168e+00 1.016188294862849090e-01
2.625037093613297845e+00 1.241705548420338062e-01
2.636570648506150860e+00 9.315451130739130225e-02
2.648205999999999616e+00 1.154446621653485022e-01
2.662304700976041882e+00 1.072591401317912890e-01
2.693372888689407052e+00 9.104215132903446805e-02
2.717769382246375987e+00 1.049298404520473127e-01
2.745121132662396768e+00 8.919905921605020271e-02
2.778164257407407245e+00 8.083805986875056138e-02
2.793684728119179894e+00 9.471805562418050828e-02
2.817293331455398508e+00 9.387135409627903049e-02
2.833255333333332349e+00 7.206125390027863509e-02
2.838616270577104306e+00 1.143254872022464730e-01
2.849399238366571385e+00 1.349953219964287465e-01
2.860264440419446608e+00 6.430764371284637682e-02
2.882245339097021297e+00 4.984784880542898755e-02
2.907381199612403044e+00 7.697147943740971499e-02
2.927236485853657921e+00 4.899105525941914452e-02
2.938704601371204372e+00 5.560521801802354586e-02
2.953166730314960020e+00 6.889379719427059234e-02
2.979560474677258597e+00 7.496772195401599226e-02
2.994428540918163240e+00 5.446522895843333711e-02
3.015494872361808465e+00 6.070028334352835925e-02
3.024614312499999347e+00 4.059887345529517716e-02
3.033789077856420047e+00 6.030145518874441973e-02
3.058529457696227638e+00 6.633072304470823133e-02
3.067911449897750220e+00 9.881344741895453643e-02
3.074198153688524116e+00 5.943869265064594815e-02
3.099604749999999687e+00 3.948824299383316139e-02
3.135232390804596925e+00 2.618149155278088822e-02
3.145091612159328864e+00 5.160303092936045083e-02
3.148391813221405044e+00 2.427387795141525140e-01
3.164997255274260901e+00 3.222784841202260692e-02
3.181778788971367344e+00 4.464440205874289219e-02
3.198739230277185097e+00 1.929033440015367334e-02
3.215881455519828069e+00 3.164056591254563178e-02
3.229728092572658138e+00 4.390971861572075946e-02
3.250723074756229458e+00 4.359551750434093043e-02
3.268428538126360916e+00 3.105577049310595528e-02
3.286327927710842811e+00 4.307273328049814748e-02
3.308067693495038153e+00 3.062850119638434523e-02
3.319045794247786674e+00 5.469413980506684231e-02
3.337505448275861486e+00 3.031859997004658983e-02
3.375047691788525928e+00 2.398704687950387743e-02
3.397981198187995044e+00 4.151101282240154261e-02
3.429048454857142048e+00 4.109623419431260305e-02
3.468690633526011258e+00 2.322474026753414481e-02
3.501070476079346072e+00 5.735908475295842246e-02
3.534060539458185435e+00 2.839774515456246554e-02
